0,46,
0,64,
1,22,
1,90,
1,118,
2,19,
4,49,
6,44,
7,113,
11,1,
11,34,
11,39,
11,90,
11,95,
13,32,
14,50,
15,117,
16,25,
16,78,
18,56,
19,87,
24,68,
25,116,
26,39,
26,77,
26,106,
29,3,
29,34,
29,99,
30,97,
30,117,
31,76,
32,94,
33,43,
34,54,
34,82,
35,98,
36,94,
37,84,
37,103,
38,47,
39,100,
40,68,
40,88,
41,43,
41,51,
41,54,
42,72,
42,97,
43,77,
44,19,
44,69,
46,31,
46,83,
46,88,
47,60,
48,11,
48,27,
49,34,
50,30,
54,33,
54,114,
55,2,
56,18,
57,79,
58,0,
59,92,
60,51,
60,53,
63,6,
63,66,
63,66,
64,6,
65,113,
66,7,
66,10,
66,88,
69,72,
71,44,
72,14,
72,24,
72,80,
73,79,
75,19,
76,105,
77,77,
77,118,
79,80,
81,111,
83,96,
84,7,
84,75,
85,42,
85,53,
85,86,
86,4,
87,54,
89,29,
89,64,
89,84,
91,19,
91,71,
91,115,
93,64,
94,24,
94,65,
95,69,
96,37,
97,45,
97,89,
97,103,
98,16,
99,14,
99,111,
100,84,
100,109,
101,105,
102,11,
102,21,
102,97,
103,16,
106,37,
106,42,
107,15,
108,59,
110,47,
111,52,
111,55,
111,113,
113,12,
113,51,
113,71,
114,4,
114,75,
115,42,
115,63,
115,83,
116,8,
117,36,
117,104,
118,27,
118,72,
119,89,
119,117,
