0,0,
0,0,
0,0,
0,0,
0,1,
0,1,
0,1,
0,1,
0,3,
0,3,
0,5,
0,5,
0,8,
0,8,
0,9,
0,10,
0,14,
0,17,
0,20,
0,24,
0,25,
0,32,
0,47,
0,50,
0,72,
0,84,
1,0,
1,0,
1,0,
1,0,
1,1,
1,1,
1,2,
1,2,
1,4,
1,6,
1,8,
1,19,
1,20,
1,23,
1,54,
1,56,
1,73,
1,95,
2,0,
2,1,
2,18,
2,19,
2,19,
2,23,
2,46,
3,0,
3,1,
3,2,
3,12,
3,13,
3,19,
3,34,
3,48,
3,85,
3,107,
4,1,
4,1,
4,55,
4,120,
4,128,
5,3,
5,9,
5,13,
5,39,
6,4,
6,9,
6,60,
6,116,
7,0,
7,1,
7,1,
7,2,
7,17,
7,35,
7,36,
7,101,
8,2,
8,2,
8,5,
8,9,
8,14,
8,52,
8,96,
9,37,
10,0,
11,0,
11,76,
12,0,
13,10,
13,12,
13,18,
13,40,
14,0,
14,0,
14,1,
14,28,
14,44,
16,0,
16,0,
16,0,
16,9,
16,58,
17,3,
17,23,
18,0,
18,9,
19,0,
19,2,
19,6,
20,1,
20,108,
21,8,
21,15,
21,114,
22,2,
23,31,
26,16,
29,0,
31,3,
32,38,
33,7,
34,10,
36,23,
36,55,
37,14,
37,37,
39,0,
39,4,
39,19,
41,1,
43,95,
49,64,
49,122,
50,1,
50,15,
52,16,
54,0,
56,7,
57,2,
57,11,
57,37,
59,17,
59,96,
60,2,
61,21,
62,28,
63,78,
64,10,
64,77,
66,2,
68,92,
69,0,
70,0,
71,0,
72,26,
73,1,
73,6,
73,37,
74,2,
74,15,
75,2,
75,2,
75,6,
76,19,
81,0,
81,34,
83,3,
84,96,
85,137,
86,16,
86,50,
87,104,
90,62,
90,127,
92,4,
95,0,
95,0,
100,1,
102,0,
109,11,
110,4,
112,65,
121,16,
122,2,
123,1,
124,3,
127,49,
128,46,
134,35,
137,0,
