0,12,
0,15,
0,91,
1,77,
2,9,
2,118,
2,159,
3,14,
3,69,
4,74,
4,83,
5,31,
5,87,
6,59,
7,98,
7,99,
8,15,
9,92,
10,40,
10,64,
10,140,
10,147,
11,68,
12,91,
12,114,
12,143,
13,64,
15,91,
15,157,
16,12,
16,33,
16,43,
16,66,
17,108,
18,27,
19,34,
19,96,
21,82,
21,119,
22,68,
23,20,
25,1,
25,24,
26,94,
27,79,
27,136,
28,136,
29,18,
29,47,
29,96,
30,21,
30,71,
31,31,
31,137,
32,20,
32,52,
33,17,
34,65,
34,88,
35,132,
36,58,
37,106,
38,118,
40,20,
42,97,
43,76,
43,107,
44,0,
44,79,
44,138,
45,109,
45,115,
45,118,
46,151,
47,11,
47,68,
47,153,
48,84,
48,139,
48,151,
50,58,
50,98,
51,30,
51,102,
53,24,
53,108,
54,121,
55,152,
56,24,
56,78,
57,150,
57,154,
58,63,
60,65,
60,142,
60,154,
61,145,
62,1,
63,4,
63,7,
63,51,
63,89,
63,140,
64,33,
64,76,
64,85,
65,29,
65,56,
66,95,
66,139,
67,80,
67,129,
69,19,
69,24,
70,150,
71,63,
72,105,
73,42,
73,49,
73,76,
73,159,
74,104,
74,113,
74,144,
75,42,
75,134,
76,42,
76,104,
78,129,
78,148,
80,109,
81,155,
82,21,
82,35,
84,156,
85,8,
87,119,
88,33,
89,33,
89,68,
89,76,
90,83,
91,4,
91,55,
91,99,
92,76,
93,142,
93,159,
94,43,
95,69,
95,142,
96,60,
97,3,
97,18,
97,154,
98,22,
99,1,
99,85,
99,141,
99,155,
100,157,
101,48,
102,124,
103,67,
104,5,
105,77,
105,136,
107,32,
107,57,
108,51,
108,53,
108,133,
108,152,
109,138,
109,153,
110,4,
110,36,
110,104,
111,40,
111,119,
112,39,
113,120,
115,60,
115,94,
117,19,
117,83,
117,132,
118,49,
119,85,
119,112,
119,142,
120,3,
120,65,
120,97,
120,116,
120,127,
121,139,
123,148,
123,148,
124,28,
124,101,
125,117,
126,76,
127,41,
128,27,
128,108,
128,117,
128,149,
130,159,
131,10,
131,47,
131,119,
131,141,
133,121,
133,153,
135,116,
135,154,
136,68,
136,72,
137,59,
139,4,
139,64,
139,122,
140,31,
140,99,
140,125,
140,148,
141,92,
141,105,
141,119,
141,138,
143,10,
143,31,
143,35,
144,111,
145,44,
145,46,
145,72,
145,78,
146,108,
149,51,
149,70,
149,88,
150,59,
150,111,
151,54,
151,70,
152,154,
153,18,
156,13,
156,139,
157,16,
157,68,
157,97,
157,110,
159,41,
