0,20,
2,93,
5,76,
5,91,
8,34,
8,43,
9,22,
9,53,
10,27,
11,21,
11,78,
13,55,
18,63,
19,24,
19,84,
21,13,
22,3,
22,90,
23,50,
23,70,
24,18,
24,95,
24,97,
25,24,
25,92,
27,43,
28,64,
31,5,
31,93,
32,24,
33,26,
34,7,
34,24,
34,95,
36,2,
37,16,
37,82,
37,90,
38,62,
39,61,
39,86,
40,12,
41,48,
41,98,
42,38,
42,78,
43,32,
45,2,
45,72,
49,76,
50,2,
51,55,
52,3,
52,27,
53,48,
56,54,
58,17,
58,61,
58,87,
58,90,
59,83,
60,42,
60,50,
61,50,
63,2,
63,61,
63,83,
66,62,
67,1,
67,94,
70,60,
73,85,
74,7,
74,28,
76,84,
78,71,
78,78,
79,21,
79,41,
79,44,
79,94,
80,13,
80,26,
80,61,
81,76,
82,2,
82,46,
82,62,
86,33,
88,64,
91,83,
92,24,
93,25,
93,32,
94,39,
95,97,
97,91,
98,34,
98,68,
98,81,
