0,13,39,
0,15,6,
0,23,31,
0,38,83,
0,39,25,
0,42,86,
0,47,59,
0,48,40,
0,64,36,
0,66,45,
0,68,70,
0,84,69,
0,85,77,
0,97,67,
1,4,90,
1,58,95,
1,64,74,
1,95,16,
2,17,74,
2,23,67,
2,43,88,
2,90,87,
2,97,35,
3,1,2,
3,1,71,
3,8,43,
3,11,96,
3,38,71,
3,57,17,
3,65,6,
3,91,48,
3,96,20,
3,98,65,
4,14,98,
4,17,73,
4,25,70,
4,41,33,
4,71,78,
4,87,0,
5,8,7,
5,10,94,
5,12,38,
5,28,60,
5,43,95,
5,51,33,
5,60,35,
5,67,72,
5,78,95,
5,89,95,
5,99,2,
6,6,1,
6,16,28,
6,17,29,
6,33,78,
6,46,49,
6,46,86,
6,47,89,
6,49,84,
6,74,96,
6,75,4,
6,75,77,
6,85,91,
7,0,99,
7,2,52,
7,53,66,
7,56,62,
8,3,48,
8,4,24,
8,16,69,
8,50,59,
8,82,95,
9,2,2,
9,6,64,
9,30,77,
9,31,22,
9,33,44,
9,60,64,
9,74,36,
9,78,75,
10,2,77,
10,9,94,
10,10,67,
10,23,43,
10,25,25,
10,30,72,
10,35,79,
10,37,19,
10,42,5,
10,74,88,
10,79,13,
10,94,71,
10,96,28,
10,99,7,
11,0,35,
11,0,60,
11,7,9,
11,28,60,
11,29,0,
11,58,65,
11,60,11,
11,79,45,
12,6,72,
12,8,55,
12,16,38,
12,25,42,
12,43,77,
12,51,78,
12,57,23,
12,57,40,
12,72,93,
12,77,43,
13,2,6,
13,19,37,
13,22,86,
13,23,84,
13,45,68,
13,52,24,
13,73,69,
13,73,79,
13,85,63,
13,86,57,
14,1,53,
14,18,29,
14,26,32,
14,43,6,
14,46,70,
14,61,31,
14,62,88,
14,71,42,
14,76,89,
14,84,80,
14,93,83,
15,5,49,
15,52,95,
15,55,14,
15,56,43,
15,75,67,
15,84,66,
16,0,84,
16,7,2,
16,11,68,
16,20,40,
16,24,86,
16,52,28,
16,59,56,
16,62,82,
16,63,91,
16,73,28,
16,77,43,
17,2,63,
17,2,85,
17,4,74,
17,4,84,
17,21,22,
17,21,40,
17,58,8,
17,89,87,
17,93,36,
18,9,12,
18,18,52,
18,31,95,
18,44,86,
18,47,59,
18,52,29,
18,61,98,
18,69,37,
18,83,45,
18,90,5,
18,93,7,
18,95,64,
18,97,89,
19,28,45,
19,48,10,
19,51,10,
19,73,66,
19,84,33,
20,13,61,
20,14,22,
20,17,60,
20,22,75,
20,25,5,
20,33,64,
20,50,76,
20,56,8,
20,65,37,
21,13,77,
21,25,7,
21,35,96,
21,39,51,
21,40,12,
21,58,89,
21,64,40,
21,71,55,
21,97,1,
22,18,4,
22,38,70,
22,42,19,
22,52,1,
22,57,58,
22,79,78,
22,81,2,
22,89,60,
22,93,24,
23,0,12,
23,7,79,
23,8,25,
23,9,59,
23,23,90,
23,31,92,
23,35,22,
23,40,80,
23,54,26,
23,57,99,
23,74,70,
23,76,35,
23,86,29,
23,92,89,
24,15,66,
24,48,96,
24,50,80,
24,80,26,
24,94,65,
24,94,81,
24,98,80,
25,2,83,
25,19,67,
25,28,55,
25,36,70,
25,41,82,
25,41,98,
25,57,37,
25,60,95,
25,66,25,
25,68,16,
26,8,0,
26,10,42,
26,16,43,
26,33,33,
26,37,78,
26,49,8,
26,50,99,
26,53,69,
26,65,94,
26,84,58,
26,95,49,
27,21,62,
27,24,84,
27,25,32,
27,28,37,
27,34,76,
27,42,37,
27,47,82,
27,68,88,
27,80,61,
27,86,52,
27,91,32,
28,1,76,
28,11,35,
28,16,12,
28,21,23,
28,29,44,
28,52,20,
28,57,96,
28,72,62,
28,73,5,
28,88,27,
29,13,75,
29,13,86,
29,47,41,
29,52,19,
29,61,10,
29,92,83,
30,5,12,
30,15,80,
30,24,49,
30,29,67,
30,46,26,
30,47,25,
30,63,2,
30,69,17,
30,74,52,
30,87,40,
31,25,59,
31,35,61,
31,38,83,
31,55,14,
31,55,69,
31,72,38,
31,73,89,
31,86,68,
31,97,63,
32,6,72,
32,25,28,
32,27,49,
32,47,41,
32,49,3,
32,50,28,
32,59,95,
32,60,5,
32,62,9,
32,64,50,
32,74,97,
32,76,39,
32,81,9,
32,82,10,
32,94,3,
33,3,25,
33,4,92,
33,25,66,
33,45,0,
33,53,82,
33,58,82,
33,69,68,
33,75,78,
33,82,96,
33,88,40,
34,11,23,
34,12,42,
34,26,79,
34,42,4,
34,53,17,
34,58,12,
34,68,96,
34,68,99,
34,69,5,
34,69,20,
34,69,69,
34,70,97,
34,72,7,
34,72,31,
34,78,55,
34,80,92,
34,93,98,
34,98,30,
35,11,85,
35,27,8,
35,44,65,
35,51,91,
35,58,58,
35,59,43,
35,64,72,
35,94,4,
36,8,69,
36,14,46,
36,20,92,
36,21,14,
36,34,46,
36,36,35,
36,37,38,
36,55,6,
36,63,37,
36,74,0,
36,92,68,
37,13,29,
37,21,33,
37,40,93,
37,52,71,
37,60,21,
37,60,88,
37,64,8,
37,81,60,
38,10,1,
38,19,58,
38,20,33,
38,24,1,
38,33,79,
38,40,34,
38,53,4,
38,67,91,
38,80,58,
38,83,49,
38,96,44,
38,97,37,
38,98,86,
39,11,80,
39,21,65,
39,44,18,
39,44,94,
39,50,30,
39,52,94,
39,53,38,
39,65,89,
39,76,20,
40,4,85,
40,15,87,
40,28,54,
40,78,31,
40,89,12,
40,92,15,
40,93,13,
40,93,45,
40,96,22,
41,30,7,
41,33,60,
41,37,97,
41,38,88,
41,43,70,
41,78,71,
41,83,76,
41,85,28,
41,85,74,
41,93,51,
42,3,69,
42,27,20,
42,27,45,
42,44,70,
42,48,12,
42,77,79,
42,87,99,
42,91,73,
42,94,53,
42,96,95,
43,0,13,
43,17,29,
43,20,40,
43,25,71,
43,35,47,
43,38,69,
43,39,27,
43,41,48,
43,55,47,
43,60,7,
43,64,90,
43,76,78,
43,91,72,
44,18,48,
44,19,67,
44,30,38,
44,87,7,
44,90,32,
44,90,62,
45,3,20,
45,9,73,
45,12,72,
45,21,76,
45,31,34,
45,31,71,
45,33,42,
45,55,97,
45,77,75,
45,82,75,
45,88,45,
46,8,2,
46,10,6,
46,19,63,
46,38,10,
46,50,42,
46,52,43,
46,63,69,
46,68,22,
46,69,94,
46,73,41,
46,75,82,
46,76,36,
46,92,91,
47,3,67,
47,6,78,
47,10,17,
47,11,79,
47,12,65,
47,39,63,
47,42,55,
47,57,5,
47,60,2,
47,70,27,
47,78,88,
47,85,9,
47,91,70,
48,11,47,
48,17,40,
48,22,4,
48,23,86,
48,27,6,
48,37,10,
48,43,69,
48,47,71,
48,54,26,
48,55,40,
48,78,86,
49,22,34,
49,24,78,
49,29,93,
49,35,39,
49,37,63,
49,44,15,
49,49,90,
49,55,43,
49,60,98,
49,62,93,
49,69,88,
49,78,67,
49,79,60,
49,98,59,
50,5,18,
50,6,66,
50,8,6,
50,12,19,
50,19,25,
50,26,75,
50,41,83,
50,44,45,
50,48,41,
50,52,23,
50,57,26,
50,77,32,
50,79,62,
50,83,25,
50,99,73,
51,0,76,
51,4,59,
51,10,16,
51,11,48,
51,21,27,
51,45,46,
51,68,16,
51,68,71,
51,98,32,
52,3,8,
52,12,98,
52,17,50,
52,21,38,
52,22,55,
52,24,50,
52,58,51,
52,68,70,
52,76,1,
52,80,30,
52,83,36,
52,86,65,
52,86,99,
52,90,59,
53,7,89,
53,19,73,
53,22,9,
53,23,83,
53,35,71,
53,37,28,
53,37,92,
53,41,84,
53,46,1,
53,46,94,
53,54,45,
53,67,56,
53,72,61,
53,77,45,
53,85,46,
54,6,62,
54,25,37,
54,47,15,
54,49,40,
54,64,42,
54,70,46,
54,73,19,
54,84,1,
54,97,40,
55,13,92,
55,25,23,
55,47,26,
55,63,53,
55,83,69,
55,87,64,
55,94,77,
56,16,33,
56,26,45,
56,47,67,
56,59,9,
57,0,59,
57,12,76,
57,17,41,
57,26,28,
57,35,27,
57,51,44,
57,53,61,
57,84,50,
57,89,31,
57,98,98,
58,0,19,
58,29,19,
58,75,42,
59,9,92,
59,18,22,
59,20,80,
59,24,92,
59,31,13,
59,38,53,
59,57,10,
59,97,98,
60,3,3,
60,52,47,
60,57,83,
60,58,89,
60,70,37,
60,85,91,
60,92,62,
60,93,28,
60,94,91,
60,94,98,
61,10,80,
61,14,33,
61,14,73,
61,53,14,
61,60,63,
61,62,34,
61,63,11,
61,74,14,
61,80,99,
61,85,67,
62,6,28,
62,11,53,
62,30,88,
62,47,49,
62,49,22,
62,57,7,
62,62,92,
62,69,30,
62,74,41,
62,76,95,
62,78,4,
62,93,67,
63,2,60,
63,5,81,
63,5,98,
63,15,52,
63,18,21,
63,24,58,
63,25,98,
63,27,93,
63,35,55,
63,40,34,
63,44,21,
63,56,16,
63,77,44,
63,82,48,
64,13,78,
64,26,18,
64,26,23,
64,32,31,
64,46,32,
64,46,82,
64,63,38,
64,68,44,
64,71,90,
64,78,52,
64,87,29,
64,98,10,
65,1,57,
65,20,49,
65,25,95,
65,37,33,
65,47,38,
65,63,9,
65,65,86,
65,85,88,
65,89,91,
65,90,85,
66,1,2,
66,14,64,
66,37,28,
66,40,8,
66,49,47,
66,50,16,
66,56,12,
66,57,4,
66,69,52,
66,73,9,
66,82,32,
66,85,29,
67,11,63,
67,12,4,
67,12,85,
67,16,99,
