1,0,
1,33,
2,22,
3,24,
3,31,
3,40,
4,69,
4,96,
6,27,
6,127,
7,105,
9,4,
9,16,
10,6,
10,28,
10,30,
10,127,
12,19,
12,38,
12,65,
12,91,
13,14,
13,40,
13,48,
15,58,
15,94,
17,126,
19,128,
20,31,
23,4,
23,108,
24,76,
24,132,
25,31,
28,107,
29,30,
29,90,
29,121,
30,10,
30,11,
30,33,
34,130,
35,85,
36,68,
37,70,
38,110,
38,125,
39,84,
40,27,
42,131,
43,10,
43,67,
43,97,
43,127,
45,26,
46,23,
47,101,
48,46,
48,97,
49,63,
50,22,
50,24,
50,24,
50,101,
51,17,
52,42,
52,48,
52,128,
53,133,
54,21,
54,100,
55,20,
55,48,
55,113,
56,87,
57,33,
57,78,
57,87,
57,98,
58,86,
59,7,
59,90,
59,96,
59,114,
59,115,
61,12,
61,36,
61,56,
61,65,
63,20,
63,46,
64,74,
64,111,
65,102,
66,128,
68,26,
69,70,
69,111,
70,61,
70,98,
70,103,
71,5,
71,50,
72,40,
72,77,
72,113,
73,80,
75,53,
75,107,
75,119,
75,128,
75,137,
76,67,
77,30,
77,76,
77,90,
78,37,
78,137,
79,29,
82,41,
82,63,
82,82,
83,129,
84,18,
86,41,
86,61,
87,33,
87,83,
87,123,
88,9,
88,78,
88,113,
89,115,
90,27,
92,11,
92,90,
94,23,
94,42,
94,92,
95,3,
95,73,
96,77,
96,77,
97,36,
97,36,
97,37,
98,105,
99,11,
99,136,
100,70,
101,77,
101,86,
102,20,
102,31,
102,100,
103,100,
103,103,
104,29,
104,111,
105,49,
107,104,
107,105,
108,48,
108,139,
110,17,
110,120,
111,19,
111,25,
113,53,
115,22,
117,131,
119,0,
120,39,
120,87,
121,13,
121,16,
122,61,
123,14,
123,15,
124,51,
124,80,
124,88,
125,108,
126,139,
129,111,
131,19,
131,88,
132,82,
132,96,
132,110,
133,55,
133,81,
133,131,
135,114,
138,20,
139,51,
