3,54,
3,58,
3,124,
4,52,
4,105,
4,131,
6,104,
7,90,
7,100,
8,5,
8,9,
8,73,
11,100,
12,33,
13,24,
13,122,
15,80,
16,8,
16,15,
16,100,
16,111,
17,48,
17,57,
18,12,
18,18,
18,97,
19,39,
19,76,
20,54,
20,107,
20,122,
21,35,
21,78,
23,35,
23,45,
23,82,
23,91,
27,69,
27,82,
28,1,
28,31,
29,7,
29,90,
29,95,
29,123,
30,111,
30,119,
31,49,
31,138,
32,101,
33,24,
34,56,
37,96,
37,99,
38,57,
38,87,
40,3,
42,10,
43,73,
44,64,
45,28,
46,95,
47,97,
48,81,
49,19,
50,117,
51,30,
52,114,
52,119,
53,12,
53,78,
53,112,
54,17,
54,29,
54,30,
54,52,
55,117,
58,63,
60,50,
61,15,
62,128,
63,17,
63,61,
64,106,
65,19,
66,36,
67,136,
68,1,
68,68,
69,96,
70,139,
71,50,
72,87,
72,94,
74,90,
75,22,
75,54,
75,88,
75,117,
78,68,
79,5,
79,9,
79,17,
79,73,
79,118,
80,6,
81,26,
81,45,
81,58,
83,118,
84,35,
84,90,
85,51,
85,60,
85,63,
85,76,
86,33,
86,47,
87,71,
87,92,
89,135,
91,18,
92,10,
92,43,
93,3,
93,36,
93,43,
93,75,
94,60,
94,80,
94,110,
98,14,
99,37,
99,46,
100,4,
100,8,
100,53,
100,108,
101,1,
102,92,
103,89,
104,27,
105,23,
105,23,
105,52,
106,99,
107,95,
108,48,
109,24,
111,101,
112,106,
115,78,
116,12,
116,111,
116,116,
118,18,
120,45,
120,88,
121,14,
121,50,
121,69,
122,91,
122,99,
125,90,
125,113,
125,130,
126,15,
126,60,
126,69,
127,43,
127,76,
127,106,
128,47,
130,37,
130,53,
130,133,
131,9,
131,37,
131,64,
132,86,
133,64,
134,26,
134,99,
135,11,
135,45,
136,7,
136,81,
137,91,
137,125,
137,128,
138,29,
138,102,
138,115,
139,15,
139,47,
139,125,
