0,0,
0,1,
0,2,
0,5,
0,6,
0,24,
0,29,
0,45,
0,49,
0,66,
1,0,
1,0,
1,1,
1,1,
1,2,
1,2,
1,6,
1,11,
1,28,
2,2,
2,3,
2,8,
2,17,
2,62,
2,64,
3,0,
3,9,
3,18,
3,25,
3,41,
3,43,
3,44,
3,47,
4,0,
4,0,
4,2,
4,3,
4,13,
7,1,
7,4,
7,14,
7,44,
7,89,
8,2,
8,42,
8,67,
9,36,
9,77,
10,0,
10,2,
10,21,
10,35,
12,0,
12,1,
12,4,
14,3,
14,19,
15,0,
15,0,
16,4,
18,2,
18,7,
20,2,
21,9,
21,15,
22,1,
22,1,
22,3,
22,90,
23,3,
23,15,
24,93,
28,12,
29,2,
32,1,
33,44,
34,0,
34,2,
34,56,
37,4,
39,24,
41,5,
44,3,
47,1,
49,0,
49,40,
54,28,
55,49,
56,0,
56,0,
59,7,
69,16,
69,34,
72,1,
74,1,
83,5,
86,13,
90,1,
94,56,
96,54,
