0,1,
0,1,
0,3,
0,3,
0,7,
0,7,
0,10,
0,14,
0,42,
0,43,
0,47,
0,62,
0,69,
0,72,
0,83,
1,0,
1,2,
1,6,
1,9,
1,14,
1,21,
1,32,
1,92,
1,98,
2,5,
2,6,
2,6,
2,7,
2,9,
2,50,
3,6,
4,16,
4,34,
4,95,
5,0,
5,10,
5,43,
6,5,
6,6,
7,1,
7,11,
7,87,
8,3,
8,25,
9,4,
9,10,
9,84,
9,92,
10,9,
11,6,
12,1,
12,58,
13,58,
14,61,
16,25,
17,19,
17,30,
17,33,
18,1,
22,1,
22,10,
22,40,
24,12,
24,19,
26,0,
26,10,
27,1,
27,1,
28,18,
30,0,
31,0,
31,4,
31,44,
35,1,
38,39,
42,8,
42,91,
45,39,
52,0,
53,0,
56,31,
57,44,
60,0,
60,0,
62,1,
63,22,
65,26,
66,0,
70,4,
73,2,
74,10,
74,16,
75,0,
83,9,
85,0,
88,79,
97,9,
98,13,
99,6,
99,10,
